topic_id,topic,T/F,speecher,id,reference
1,"""여론조사때 지지 정당 밝혔더니 전화 끊어…여론 조작한다""",False,온라인 커뮤니티 이용자 및 뉴스 댓글 이용자,2155,출처: 커뮤니티
1,학교에는 ‘일 안 해도 월급 받는 그룹’이 있다,False,조희연,2145,출처: 조희연 서울시 교육감 페이스북 페이지
1,"""국회의장은 언제나 총선 제1당이 차지했다""",False,"여의도 정가, 각종 언론, 인터넷 커뮤니티",2147,출처: 국회의장 선출 관련한 이인영 더불어민주당 원내대표의 1월15일 tbs라디오 인터뷰 URL
1,"""일본 정부는 일본 내 가구당 40장씩 마스크를 무료 배포한다?""",False,언론 보도 및 온라인 커뮤니티 이용자,2126,출처: 3월 8일 온라인 커뮤니티
1,"""기본소득 실험은 핀란드·스위스에서 실패했다""",False,심재철,2128,출처: 3월 10일 미래통합당 원내대책회의 발언
1,"문재인 대통령이 긴급 행정명령으로 조선족은 1개월만 거주하면 주민증, 선거권 발급?",False,인터넷 커뮤니티 이용자,2125,
1,신천지 이만희와 문재인 대통령이 악수한 과거 사진이 있다?,False,가로세로연구소,2118,출처: 가로세로연구소 유튜브 (33분45초부터)
1,"""대통령 긴급명령권은 중대한 교전상태에서 긴급한 조치가 필요할 때를 요건으로 한다""",True,강민석,2117,출처: 3월3일 청와대 대변인 브리핑 관련 SBS 보도 URL
1,기재부와 제약회사 사장들이 코로나 관련 회의한 결과?,False,온라인 이용자,2112,출처: 각종 온라인 게시판
1,"10초 이상 숨을 참고, 불편함 없으면 코로나19 감염안된것?",False,온라인 이용자,2113,출처: 각종 온라인 게시판
1,서울시가 관할 내 집회를 일시적으로 금지한 것은 월권행위,False,SNS와 커뮤니티 이용자,2093,출처: 온라인 커뮤니티 MLBPARK 게시글
1,“분식집에서 라면 국물만 달라고 해서 도시락과 먹고는 했다. 라면이 300원이면 라면 국물은 50원 정도 했다”,True,황교안,2092,출처: 한국일보 <“돈 없어 국물만”... 황교안이 쏘아 올린 ‘라면 국물’ 논란?> 기사
1,"""일상생활에서 ‘N95 마스크’가 코로나19 예방에 더 유리하다""",False,SNS와 커뮤니티 이용자,2086,
1,"""정당 색은 특정 당의 소유물이 아니다.""",True,장지훈,2082,출처: 2020년 2월 13일 장지훈 국민당 창당준비위원회 부대변인의 논평
1,"""중국에 마스크 보내느라 정작 우리는 의료현장에도 마스크가 부족하다”",False,안철수,2076,출처: 안철수 전 의원의 페이스북 발언 URL
1,"""메르스 때 황교안, '초동단계에서 한두 명 환자 생겼다고 총리 등 나설 수 없다'고 말했다""",True,박원순,2074,출처: 박원순 서울시장 페이스북 글(2020.02.10.)
1,"""세계 어느 나라도 중국인 입국 금지를 하지 않았다.""",False,이재정 대변인,2052,출처: 2020년 1월 29일 국회 브리핑
1,마늘을 커피처럼 끓여서 마시면 신종 코로나 바이러스 전염병도 완치된다?,False,안상수,2038,
1,"""(임시시설 아닌 곳에) 음압시설 갖춘 선별 진료소, 성동보건소가 유일하다면서요""",False,문재인,2049,출처: 문재인 대통령의 5일 서울 성동보건소 방문 관련 청와대 홈페이지 URL
1,정부가 마스크 공장 물량 다 가져가서 판매할 물량이 없다?,False,온라인 커뮤니티 이용자,2040,출처: 온라인 커뮤니티 이용자 및 관련 보도 다수 댓글 등
