topic_id,topic,T/F,speecher,id,reference
2,"두산重 경영난, 文정부 탈원전 정책 때문이다?",False,언론 보도,2090,출처: 일부 언론 보도
2,개인 소비자가 마스크 사재기해도 단속된다?,True,발언인 없음,2062,
2,"""정부가 국민이 낸 건강보험료로 중국인에게 공짜·할인 혜택을 주고 있다.""",False,인터넷 뉴스 댓글 이용자,2051,
2,정부가 마스크 공장 물량 다 가져가서 판매할 물량이 없다?,False,온라인 커뮤니티 이용자,2040,출처: 온라인 커뮤니티 이용자 및 관련 보도 다수 댓글 등
2,"중국 당국이 공문을 통해 ""마늘이 예방책""이라고 권고했다?",False,유튜버 및 온라인 커뮤니티 이용자,2022,
2,월성 1호기 경제성 평가를 조작했다?,False,원자력정책연대,1998,출처: 원자력정책연대 성명서 및 발언
2,자율주행차 타면 운전면허 딸 필요 없나?,True,인터넷 댓글 이용자,1997,출처: 지난해 12월 쓴 <자율주행 레벨 4단계 셔틀버스 타보니…운전자는 시동·주차만>기사 보도 후 댓글과 인터넷 커뮤니티에 운전면허 필요성 여부 제기
2,"""산재 사고 사망자 수 감소한 이유는 불경기로 노동자 수 감소했기 때문이다""",False,인터넷 뉴스 댓글 이용자,1996,출처: 산재 사고 사망자 수 감소 관련 기사 댓글
2,"""주택보유자 증가 둔화는 다주택자가 늘었기 때문""?",False,박광온,1969,출처: 더불어민주당 최고위원회 발언
2,"""소득주도성장 정책의 성과가 분명하게 나타나고 있다""?",False,문재인,1959,출처: 청와대 브리핑
2,영화 '블랙머니' 속 론스타 수사…대검 중수부가 사건 덮었다?,False,발언인 없음,1958,출처: 영화 '블랙머니' 내용
2,"""유니클로가 발열 내의를 나눠주니까 한국의 불매 운동이 중단됐다""",False,일본 트위터 이용자,1941,
2,"""철도노조 요구대로 하면 주 31시간 근무로 줄어든다""",False,김경욱,1929,출처: 다수 언론 보도
2,서민형 안심전환대출 지원에 나랏돈 쓰지 않는다?,False,발언인 없음,1926,
2,신용카드 많이 쓰면 신용등급 올라간다?,True,인터넷 커뮤니티 이용자,1902,
2,"유튜브 노란딱지, 보수 유튜버만 골라 억압한다?",False,나경원,1895,"출처: 유튜브 노란딱지, 무엇이 문제인가"
2,"서울시 청년수당, 정책 효과 입증 됐다?",False,서울특별시,1894,
2,비 오는 날 야외서 전기차 충전 해도 된다?,False,네이버 카페 이용자,1889,출처: 네이버 '전기차동호회' 카페
2,우리나라 정부 지출은 매년 '슈퍼 예산'?,False,언론 보도,1862,
2,"""물가상승률이 급격히 낮아진 것은 수요 측 물가상승 압력 낮은 상황에서 농산물 및 석유류 가격 하락 등 공급 측 요인 때문이다""",True,김용범,1828,출처: 9월 3일 거시경제협의회
2,"""신용카드 리볼빙 받으면 신용등급 떨어진다""",True,온라인 커뮤니티 이용자,1827,출처: 온라인 커뮤니티 이용자 질문
2,"① 2분기 가계소득 상당히 개선됐다. 
② 고령화 탓에 분배가 나빠졌다.",False,이호승,1797,출처: 2018년 8월 25일 이호승 청와대 경제수석 브리핑
2,분양가 상한제 하면 오히려 집값이 오른다,False,언론 보도,1730,출처: 다수 언론의 문제제기
2,"""신라젠은 문재인 수혜주로 불렸다""",False,이언주,1778,출처: 이언주 의원 사회관계망서비스(블로그) 게시물
2,주52시간제 도입 이후 무리한 버스운행은 사라졌다,False,발언인 없음,1777,
2,"""남북간 경제협력으로 평화경제가 실현된다면 단숨에 일본경제의 우위를 따라잡을 수 있다""",False,문재인,1768,출처: 8월 5일 청와대 수석보좌관회의
2,"""추경 반영 사업들의 본예산 집행실적 70% 육박""",True,조정식,1759,
2,일본 화이트리스트 제외가 국내 석유화학 산업에 타격을 준다.,False,발언인 없음,1755,
2,"""수소차의 시대는 오지 않는다""",False,엘론 머스크,1744,출처: 2015년 1월 Automotive News World Congress
2,수소 에너지는 전기만큼 저렴해질 수 있다,True,발언인 없음,1741,
2,"""일본의 탄소섬유 수출제한 조치가 국내 수소차 생산에 타격을 준다.""",False,발언인 없음,1734,
2,분양가 상한제 하면 아파트 공급이 위축된다,False,언론 보도,1731,
2,"""2030년 수소차 누적 생산량을 내수 85만대 포함 총 180만대, 2040년은 내수 290만대·수출 330만대 포함 총 620...",False,산업통상자원부,1726,출처: 1월 17일 산업통상자원부 수소경제 활성화 로드맵
2,"""한국 기업이 납품기한을 짧게 요청해 수출관리에 문제가 있다.""",False,일본 경제산업성,1705,
2,"""한국의 캐치올 제도(전략물자통제)가 제대로 이루어지지 않는다.""",False,일본 경제산업성,1703,
2,"""한국, 일본산 불화수소 북한으로 반출했다""",False,언론 보도,1702,출처: 7월 10일자 후지TV 보도
2,"""일본이 수출 규제를 풀지 않으면 이달말 반도체 공장 가동이 중단될 수 있다.""",False,언론 보도,1701,출처: 2019년 7월 5일 기사
2,"""특정 시기 에칭가스 대량발주가 이뤄졌고, 이후 한국 기업에서 행방이 묘연해졌다.""",False,일본 자민당,1697,출처: 일본 자민당 간부 발언 보도
2,작년 한국의 중위임금 대비 최저임금 비율이 65%였다,False,언론 보도,1676,출처: 일본 니혼게이자이 신문을 인용한 국내 언론 보도-1
2,"""외국인에게 똑같은 임금 수준을 유지하는 것은 공정하지 않다""",False,황교안,1671,출처: 6월 19일 부산 지역 기업인 조찬 간담회
2,"타다 프리미엄, 고급택시면허자 확보하면 운영가능하다",True,발언인 없음,1659,
2,“세계경제 좋은데 우리만 마이너스 성장에 고용절벽”,True,황교안,1653,출처: 자유한국당 최고위원회
2,"주류업체, 소주 도수 낮춰 원가 절감했다",True,한국소비자단체협의회,1649,출처: 한국소비자단체협의회 보도자료
2,"""소득주도성장은 실패하지 않았다"" ?",False,이강국,1650,출처: 경기도의회 민주당 주최 ‘경제공부 모임’
2,"""미국, 캐나다, 일본, 영국, 불란서(프랑스), 벨기에, 칠레 등 수많은 선진국이 다 업종별‧지역별 차등화를 하고 있다""",False,이혜훈,1635,출처: 6월 4일자 MBC라디오 '심인보의 시선집중' 인터뷰 내용
2,5G폰이 4G폰보다 저렴하다,False,발언인 없음,1627,
2,"""게임중독 질병 코드 지정은 UN 아동권리협약 31조 위반이다""",False,게임업계,1606,출처: 게임질병코드 도입 반대를 위한 공동대책 준비위원회 성명서
2,"""수소는 가장 안전한 연료로 평가받는다""",False,정승일,1608,
2,“정헌율 익산시장을 비롯한 도내 14개 시장 군수가 김제역 KTX정차를 동의했다”,True,박준배,1605,출처: ‘KTX 김제역 정차’ 놓고 익산지역서 논란
2,"""국가 채무비율 40% 제한선, 정해진 기준 없다.""",True,최운열,1603,
2,"""국제노동기구(ILO) 핵심협약 비준 시 전교조가 자동으로 합법화된다?""",False,발언인 없음,1597,
2,"""상속세 피하려 해외이주 1년 만에 2.7배 늘었다""",False,언론 보도,1591,출처: 한국경제 보도
2,“대통령 직권으로 화폐단위 변경 가능하다”,False,유튜브 이용자,1585,
2,"""한국의 최저임금은 OECD 평균이다"" ?",False,한국노동사회연구소,1574,출처: 연합뉴스 등 다수의 언론 보도
