topic_id,topic,T/F,speecher,id,reference
3,재일 교포의 증언이 군함도에서 조선인 차별 없었다는 증거다,False,일본 SNS 이용자들,2353,출처: 일본 SNS 등 온라인 매체
3,"""미국 경찰 '데릭 쇼빈' 1급 살인 적용 가능하다""?",False,"SNS, 인터넷 커뮤니티",2322,
3,핀란드 기본소득 실험 실패했다,False,"SNS, 인터넷 커뮤니티",2318,
3,"""이용수 할머니의 기자회견 내용이 일본 극우의 주장과 똑같다""",False,국내외 온라인 커뮤니티 및 일본 정치인,2300,출처: 국내 트위터 이용자
3,논란이 되는 정의기억연대가 소녀상에 책임을 지는 주체다?,False,산케이 신문,2290,출처: 5월 20일 산케이 신문 논평 '반일 집회 중단과 소녀상 철거'
3,최근 공개된 5.18 기밀 해제 문서에 새롭게 드러난 엄청난 진실을 정부와 언론이 숨긴다.,False,온라인 커뮤니티 및 보수 유튜버,2286,"출처: 가로세로 연구소 유튜브 ""5.18 기밀 문서 해제 관련 영상"""
3,최근 공개된 미국 기밀문서에 5·18은 김대중 추종자와 간첩들이 일으킨 폭동이라고 규정돼있다.,False,온라인 커뮤니티 및 보수 유튜버,2287,출처: 가로세로 연구소 유튜브
3,"""미국 권위자 미베인 교수가 한국 선거는 조작이라고 했다""",False,유튜브 이용자,2265,출처: 유튜브 '도람뿌' 등
3,"""백악관 청원하면 '국제선관위'가 한국 조사한다?""",False,온라인 커뮤니티 및 보수 유튜버,2260,출처: 보수 유튜버 '한국인과 진실' 백악관 청원 관련 주장
3,국제원유가 마이너스면 국내 휘발유 공짜다,False,인터넷 커뮤니티 및 SNS,2243,
3,"""미국인들이 코로나19 치료비 없어 극단적 선택"" ?",False,인터넷 커뮤니티,2236,
3,한국 정부만 코로나19 외국인 확진자 무료 치료해준다,False,인터넷 이용자,2195,
3,"""한국 코로나19 진단방식은 부적절하다""",False,마크 그린,2154,출처: 마크 그린 의원 청문회에서 주장
3,"‘美 CDC 코로나19 주의사항 10가지’, 사실이다?",False,인터넷 이용자,2135,
3,"美의료진 60명, 주한미군 기지서 코로나19 백신 개발했다",False,온라인 커뮤니티 이용자,2134,
3,"""일본 정부는 일본 내 가구당 40장씩 마스크를 무료 배포한다?""",False,언론 보도 및 온라인 커뮤니티 이용자,2126,출처: 3월 8일 온라인 커뮤니티
3,중국에서 한국인만 차별한다?,False,온라인 커뮤니티 이용자,2116,
3,영국 정부는 산업 안전을 위해 각 기업에 구체적 지침이 아닌 포괄적 목표만 제시한다?,True,영국 정부 관계자,2097,출처: 영국 보건안전청(HSE)
3,‘후쿠시마 먹어서 응원하자’던 일본 연예인들 피폭되어 병에 걸리거나 사망했다.,False,유튜브 이용자,2034,출처: 유튜브 <후쿠시마 음식 괜찮다고 먹은 일본 연예인 근황>
3,코로나19 3번 확진자는 슈퍼전파자이다?,False,인터넷 뉴스 댓글 이용자,2081,
3,"자외선·손 건조기, 바이러스 살균효과 있다?",False,네이버 블로그 이용자,2079,
3,인종적 특성으로 동양인이 코로나바이러스에 취약하다?,False,일부 유럽인들,2077,
3,'신종 코로나'로 휴업하면 직원 급여 안 줘도 된다?,False,발언인 없음,2073,
3,"""종이행주 마스크, 신종 코로나바이러스 감염 방지 효과 있다.""",False,온라인 이용자,2071,출처: 소셜미디어(SNS) 영상
3,"“공중화장실, 신종 코로나바이러스 위험지대”",False,언론 보도,2069,출처: 2월 3일자 홍콩 명보(明報) 신문
3,비타민 C가 신종 코로나를 퇴치한다?,False,페이스북 이용자,2065,출처: 필리핀인의 페이스북 글
3,"손 소독제 알코올 성분, 임산부에게 해롭다?",False,발언인 없음,2064,
3,개인 소비자가 마스크 사재기해도 단속된다?,True,발언인 없음,2062,
3,"""세계 어느 나라도 중국인 입국 금지를 하지 않았다.""",False,이재정 대변인,2052,출처: 2020년 1월 29일 국회 브리핑
3,50도 고량주로 손 소독 가능하다?,False,발언인 없음,2058,
3,정부가 마스크를 세금으로 구입해 중국에 퍼준다?,False,김순례,2036,출처: 2020년 2월 3일 국회 최고위원회의
3,'신종 코로나' 때문에 국내에 중국인 난민 급증한다?,False,페이스북 이용자,2019,
3,중국인 마스크 사재기 막으려고 마스크에 타이완기 그려넣었다?,False,SNS 이용자,2054,출처: 페이스북 게시물
3,중국발 입국 전면금지 하는 나라가 62개국이다?,False,네이버 카페 이용자,2042,출처: 네이버 카페
3,신종 코로나바이러스는 에이즈를 일으키는 HIV와 유사하다,False,인도 대학 연구진,2043,출처: 바이오 아카이브 사이트 (보고서)
3,"일회용 마스크, 일주일 써도 된다?",False,홍혜걸,2041,출처: 홍혜걸 의학박사 페이스북
3,정부가 마스크 공장 물량 다 가져가서 판매할 물량이 없다?,False,온라인 커뮤니티 이용자,2040,출처: 온라인 커뮤니티 이용자 및 관련 보도 다수 댓글 등
3,"""후쿠시마 원전 사고 후 도쿄전력 임원들이 (방사능 때문에) 해외로 도피했다""",False,온라인 커뮤니티,2033,출처: 인터넷 커뮤니티 <뽐뿌>
3,"중국 당국이 공문을 통해 ""마늘이 예방책""이라고 권고했다?",False,유튜버 및 온라인 커뮤니티 이용자,2022,
3,"신종 코로나바이러스, 눈을 바라만 봐도 감염된다",False,온라인 커뮤니티 이용자,2020,출처: 온라인 커뮤니티
3,"신종 코로나바이러스, 몸이 닿기만 해도 감염된다.",False,중국 인민일보,2015,출처: 중국 인민일보 공식 트위터
3,"""동대구역에서 신종 코로나 감염 환자가 방역복을 입은 사람들을 피해 도주 중이다""",False,페이스북 이용자,2018,출처: 페이스북 페이지 '대구는 지금' 게시글
3,"""평택 수건 가게에서 방역복을 입은 사람들이 환자를 부축했다""",False,온라인 커뮤니티 이용자,2017,출처: 온라인 커뮤니티
3,"신종 코로나, 택배로도 전염된다?",False,온라인 이용자,2009,출처: 네이버 지식인
3,"""일본정부가 원전사고 뒤 방사능 기준치를 낮췄다""",True,김익중,2003,출처: 유튜브 미래당TV <김익중 의대 교수가 밝히는 일본 방사능의 진실>
3,"""고등학생에게 선거권을 주는 나라는 전 세계에서 우리밖에 없다.""",False,인터넷 뉴스 댓글 이용자,1995,출처: 만18세 선거권 관련기사 댓글
3,"SNS 떠도는 이란 폭격 영상, 사실이다?",False,트위터 이용자,1994,출처: 유출된 이란 폭격 영상 #WW3 게시글
3,"""이란 군 사령관의 드론 피격 실제 영상이다.""",False,언론 보도 및 페이스북 이용자,1980,출처: 한국일보 유튜브 영상
3,"""'솔레이마니 암살' 드론 영상은 미군이 과거 테러 조직원들을 제거할 때 촬영한 영상""",False,언론 보도,1983,"출처: 뉴데일리 <[팩트체크] ‘미군, 이란 군 실세 드론 제거 장면'이라는 SNS 영상의 정체>기사"
3,“주한미군 철수할 수 있다.”,True,트럼프,1955,출처: 3일 나토정상회의 언론 인터뷰
3,“한국이 분담금 1년에 5억 달러 더 내기로 했다”,False,트럼프,1947,출처: 연합뉴스
3,"""유니클로가 발열 내의를 나눠주니까 한국의 불매 운동이 중단됐다""",False,일본 트위터 이용자,1941,
3,"""한·중·일 공동 미세먼지 연구 결과는 과학적 의미가 없다""",False,인터넷 뉴스 댓글 이용자,1943,출처: 한·중·일 공동 미세먼지 연구 관련 기사 댓글
3,법원이 테러조직 조직원을 난민으로 인정했다?,False,온라인 커뮤니티 이용자,1939,출처: 온라인 커뮤니티
3,"'16명 살해' 북한 선원들, 한국에서 처벌 가능하다",False,김재원,1936,
3,한국의 방위비 분담금은 무임승차 수준이다,False,마크 에스퍼,1933,
3,"""페스트는 공기로도 전염된다""",False,인터넷 뉴스 댓글 이용자,1931,출처: 페스트 관련 기사 댓글
3,“이자스민 전 의원은 필리핀에 다 퍼준다”,False,온라인 뉴스 댓글 이용자,1925,출처: 온라인 뉴스 댓글
3,"""'성노예'라는 표현은 사실(事實)에 반(反)하므로 사용해서는 안 된다""",False,일본 외무성,1913,
3,"""생중계, 관중, 취재진 없이 경기 운영한 북한을 월드컵에서 제외하자""",False,온라인 이용자,1870,출처: 온라인 커뮤니티 이용자 및 관련 보도 다수 댓글 등
3,"피의사실공표죄, 한국에만 있다?",False,인터넷 뉴스 댓글 이용자,1857,출처: 피의사실공표죄 관련 기사 댓글
3,日 원전 오염수 바다 방류 안전하다?,False,일본 정부·도쿄전력,1855,"출처: ""인체에 해가 없다""는 일본 정부와 도쿄전력 주장 보도"
3,"""한국은 ‘한국형 지속가능발전목표(K-SDGs)’를 수립하여 국제사회에 약속한 지속가능발전목표 이행에 많은 노력을 기울이고 있다""",False,문재인,1854,출처: 유엔총회 기조연설 (청와대 홈페이지)
3,"""기자들의 17개 질문 중 문 대통령이 답한 것은 하나도 없고, 트럼프 대통령의 원맨쇼만 또다시 펼쳐졌습니다.""",False,심재철,1851,출처: 2019.09.25 자유한국당 연석회의
